genome	completeness	contamination	quality	5S_rRNA	SSU_rRNA	LSU_rRNA	tRNA	MIMAG_quality	GC	N50	size	gtdb.tax	ncbi.tax	LDA.group	LDA.score	LDA.p	AMO	HAO	NXR	NAP	NAR	NAS	NIR	PPK1	PPK2	PPX	protein.num	Cd_O_coverM	Ni_O_coverM	Cr_O_coverM	Cd_L_1_coverM	Cd_L_2_coverM	Cd_L_3_coverM	Cd_M_1_coverM	Cd_M_2_coverM	Cd_M_3_coverM	Cd_H_1_coverM	Cd_H_2_coverM	Cd_H_3_coverM	Ni_L_1_coverM	Ni_L_2_coverM	Ni_L_3_coverM	Ni_M_1_coverM	Ni_M_2_coverM	Ni_M_3_coverM	Ni_H_1_coverM	Ni_H_2_coverM	Ni_H_3_coverM	Cr_L_1_coverM	Cr_L_2_coverM	Cr_L_3_coverM	Cr_M_1_coverM	Cr_M_2_coverM	Cr_M_3_coverM	Cr_H_1_coverM	Cr_H_2_coverM	Cr_H_3_coverM	CK_1_coverM	CK_2_coverM	CK_3_coverM	s6_coverM	s14_coverM	s15_coverM	s26_coverM	Cd_O	Ni_O	Cr_O	Cd_L_1	Cd_L_2	Cd_L_3	Cd_M_1	Cd_M_2	Cd_M_3	Cd_H_1	Cd_H_2	Cd_H_3	Ni_L_1	Ni_L_2	Ni_L_3	Ni_M_1	Ni_M_2	Ni_M_3	Ni_H_1	Ni_H_2	Ni_H_3	Cr_L_1	Cr_L_2	Cr_L_3	Cr_M_1	Cr_M_2	Cr_M_3	Cr_H_1	Cr_H_2	Cr_H_3	CK_1	CK_2	CK_3	s6	s14	s15	s26
MAG-21	97.72	2.272	86.36	Present	Absent	Absent	21	Medium	0.7	32959	5071233	d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA2386;f__UBA2386;g__UBA2386;s__	d__Bacteria;p__Planctomycetes;c__;o__;f__;g__;s__	-	-	-	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	0	0.032630827	0.023122633	0.04238411	0.18677482	0.18463054	0.17890485	0.017410686	0.014978498	0.01485346	8.94E-04	0.001019095	8.27E-04	0.004820674	0.004945619	0.00453901	0.001618538	0.001849081	0.0016792	1.79E-04	2.03E-04	1.46E-04	0.020193638	0.017696192	0.01833742	0.031661537	0.02493762	0.025383674	0.012691381	0.010898058	0.010308936	0.022249235	0.030444276	0.008448012	0.017478134	0.10195747	0.004447689	0.001413056	1.399886	1.070826	1.818029	6.180838	6.371349	6.263482	0.530134	0.521245	0.513118	0.028195	0.025254	0.021432	0.156693	0.159642	0.139416	0.047993	0.064648	0.053858	0	0	0	0.713957	0.672342	0.681982	1.007721	0.827212	0.8194	0.371504	0.351239	0.327403	1.224642	1.104754	0.280488	0.570531	3.212075	0.140846	0.062034
MAG-22	96.59	2.272	85.23	Absent	Absent	Absent	21	Medium	0.724	131945	5407029	d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA2386;f__UBA2386;g__UBA2386;s__	d__Bacteria;p__Planctomycetes;c__;o__;f__;g__;s__	-	-	-	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	0	0.03469148	0.029607542	0.03193922	0.17453611	0.1777881	0.16718484	0.05406223	0.03699373	0.03614167	0.002726474	0.00283607	0.002853591	0.01519033	0.015035592	0.0137246	0.019119963	0.018349156	0.016604384	0.002361213	0.00238173	0.00277244	0.001137556	9.93E-04	9.19E-04	0.001703518	0.001732461	0.001561697	0.002158322	0.002125297	0.002185715	0.03518937	0.091642685	0.22168268	0.001740973	0.13950427	0.03707535	0.03978986	1.396273	1.324623	1.339126	5.905826	6.149687	5.878249	1.706623	1.271488	1.265339	0.10873	0.111518	0.11715	0.460751	0.502603	0.415307	0.65354	0.727994	0.617995	0.067038	0.068283	0.085006	0.07184	0.059192	0.047532	0.057586	0.063377	0.053682	0.032411	0.037841	0.035979	1.890959	3.39542	6.832322	0.075716	4.466218	1.201647	1.671794
MAG-23	93.18	1.136	87.5	Present	Absent	Absent	21	Medium	0.718	56313	4828380	d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA2386;f__UBA2386;g__UBA2386;s__	d__Bacteria;p__Planctomycetes;c__;o__;f__;g__;s__	-	-	-	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	0	0.08463387	0.055738676	0.096119285	0.14903124	0.15261872	0.14667222	0.029362561	0.029831763	0.029055266	0.002312531	0.002189336	0.002069136	0.006667892	0.006373975	0.006244831	0.00255864	0.002507002	0.002195147	5.37E-04	5.54E-04	5.50E-04	0.004295458	0.005521436	0.005458365	0.003415265	0.00369244	0.003755091	0.001523525	0.001785684	0.001862285	0.09253681	0.0577183	0.01383548	0.012976258	0.081587255	0.005152418	0.003115064	3.628389	2.577492	4.021928	4.895406	5.284529	5.028375	0.90741	0.989188	0.992446	0.082465	0.083256	0.08949	0.209261	0.216038	0.189291	0.074799	0.087315	0.08157	0.012232	0.007418	0.013682	0.155301	0.205205	0.21684	0.105482	0.10837	0.13632	0.042231	0.047175	0.045868	5.106856	2.105474	0.403196	0.423548	2.592559	0.165596	0.127122
MAG-24	90.56	0	90.56	Present	Absent	Absent	18	Medium	0.713	19341	4910625	d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA2386;f__UBA2386;g__UBA2386;s__	d__Bacteria;p__Planctomycetes;c__;o__;f__;g__;s__	-	-	-	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Present	Absent	0	0.10082201	0.050257973	0.08747441	0.13493441	0.128974	0.12465042	0.001443629	0.001335998	0.001321422	4.28E-04	4.69E-04	4.72E-04	0.03341325	0.032922402	0.031333078	0.001259607	0.001177924	0.001146439	3.94E-04	4.14E-04	3.98E-04	7.69E-04	8.31E-04	8.24E-04	8.70E-04	0.001017466	0.001073915	0.001985229	0.002000112	0.002154461	0.054878324	0.012628615	0.002048594	0.001572447	0.015153767	0.001911978	0.001791883	4.304195	2.192144	3.674186	4.439373	4.443645	4.386376	0.037127	0.018599	0.021985	0	0	0	1.003105	1.054774	0.972369	0.015688	0	8.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	2.930643	0.487029	0.072699	0.009705	0.486847	0.048922	0.067852
MAG-25	82.8	4.545	60.075	Present	Absent	Present	17	Medium	0.709	15610	5328706	d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA2386;f__UBA2386;g__UBA2386;s__	d__Bacteria;p__Planctomycetes;c__;o__;f__;g__;s__	CK	3.649831408	6.07E-04	Absent	Present	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	0	0.94745266	0.9930048	0.57798874	0.24562946	0.24844159	0.23744546	0.010417395	0.007423914	0.007834701	3.87E-04	4.33E-04	4.36E-04	0.11515386	0.111740895	0.10648309	0.017182805	0.017710345	0.016931612	7.10E-04	6.74E-04	6.76E-04	7.36E-04	8.26E-04	8.17E-04	5.87E-04	6.97E-04	6.60E-04	8.01E-04	8.45E-04	8.91E-04	0.8227752	0.09323743	0.004963583	0.001197963	0.063300416	0.03357008	0.002053256	41.811398	47.711387	24.614529	8.064722	8.471619	8.159707	0.291485	0.213075	0.244778	0	0	0	3.23081	3.18223	2.996045	0.527778	0.60247	0.54904	0	0	0	0	0	0	0	0	0	0	0	0	45.963459	3.3731685	0.129209	0	1.9532655	1.005163	0.063382
MAG-26	88.07	3.977	68.185	Present	Absent	Absent	21	Medium	0.702	13963	5942055	d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA2386;f__UBA2386;g__UBA2386;s__	d__Bacteria;p__Planctomycetes;c__;o__;f__;g__;s__	-	-	-	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	0	0.008844903	0.009028861	0.007184711	0.023518562	0.021584364	0.021090377	8.28E-04	7.71E-04	8.56E-04	1.62E-04	2.07E-04	1.73E-04	0.009520576	0.009104886	0.008873154	6.17E-04	6.77E-04	5.45E-04	2.44E-04	2.67E-04	2.59E-04	4.16E-04	3.90E-04	3.50E-04	3.99E-04	3.66E-04	3.81E-04	3.42E-04	3.98E-04	3.57E-04	0.008744928	0.12063657	0.29155403	6.59E-04	0.003787489	0.023039285	0.11208584	0.203687	0.174599	0.230178	0.765625	0.727458	0.719969	0	0	0	0	0	0	0.251568	0.232679	0.230304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.258901	4.44367	8.881765	0	0.10518	0.725897	4.566988
MAG-27	97.84	3.405	80.815	Present	Absent	Absent	21	Medium	0.698	28639	7568695	d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA1135;f__;g__;s__	d__Bacteria;p__Planctomycetes;c__;o__;f__;g__;s__	-	-	-	Absent	Present	Absent	Absent	Absent	Absent	Absent	Present	Present	Present	0	0.001987856	0.001421243	0.002176647	0.090834685	0.08709935	0.08505615	0.087451115	0.06629841	0.06541784	0.001697345	0.00168112	0.001676414	0.050550535	0.049556565	0.047239754	0.053528406	0.042320292	0.038544104	2.97E-04	2.66E-04	2.65E-04	3.03E-04	3.20E-04	3.18E-04	2.60E-04	2.40E-04	2.51E-04	2.96E-04	2.96E-04	3.08E-04	0.002043051	0.042054914	0.001919107	4.09E-04	0.18325564	0.13592102	8.56E-04	0.080445	0.041562	0.105901	3.044865	3.040901	2.995739	2.714936	2.164109	2.216093	0.068839	0.064056	0.059026	1.562069	1.606545	1.489612	1.743457	1.565485	1.346023	0	0	0	0	0	0	0	0	0	0	0	0	0.11373	1.56831	0.07994	0	5.787451	4.294761	0.042433
MAG-28	94.26	3.405	77.235	Present	Present	Present	21	High	0.644	130054	5738982	d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA1135;f__;g__;s__	d__Bacteria;p__Planctomycetes;c__;o__;f__;g__;s__	CK	3.921336184	5.26E-05	Absent	Present	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	0	0.33980247	0.16702056	0.64196324	1.0845516	1.146577	1.1310772	2.2585313	1.8671664	1.8694745	0.002652287	0.002767897	0.002615315	0.019179922	0.0177472	0.01782384	0.089455314	0.10733705	0.10627568	0.002029918	0.002377211	0.002340718	5.86E-04	4.98E-04	5.20E-04	0.001267007	3.79E-04	4.26E-04	2.90E-04	6.34E-04	5.27E-04	0.016499812	1.6658815	3.6853957	7.10E-04	2.2791543	0.41144016	0.7429824	14.68841	7.867935	26.617259	35.655806	39.174307	39.121968	67.944001	59.755104	61.852808	0.076075	0.086853	0.08235	0.545775	0.524655	0.496678	2.872969	3.947539	3.813643	0.037687	0.045286	0.051056	0.021487	0.006975	0.010332	0.035419	0.009895	0.010546	0.005759	0.017592	0.014254	0.843869	59.582863	112.940339	0.00783	70.888173	12.855287	29.883825
MAG-29	96.23	5.197	70.245	Present	Present	Present	21	Medium	0.694	255037	6479666	d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA1135;f__GCA-002686595;g__F1-120-MAGs118;s__	d__Bacteria;p__Planctomycetes;c__;o__;f__;g__;s__	-	-	-	Absent	Present	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	0	0.003797903	0.002445688	0.005202916	0.005578192	0.005388354	0.005381069	0.001283558	0.001322419	0.001572551	2.94E-04	3.23E-04	3.13E-04	0.09459063	0.09585319	0.09351691	0.5687468	0.523012	0.49452835	5.72E-04	6.10E-04	6.93E-04	5.64E-04	6.06E-04	6.22E-04	7.97E-04	5.20E-04	5.57E-04	7.23E-04	8.65E-04	7.72E-04	0.002415642	0.007375137	0.007253025	7.36E-04	0.004316745	0.52524185	0.011216712	0.252774	0.194317	0.345762	0.222609	0.230557	0.242381	0.062724	0.070206	0.074345	0.007432	0.00977	0.007909	2.887307	3.087871	2.943681	18.0777	19.319332	17.565855	0.011022	0.020241	0.016244	0.035017	0.026483	0.023001	0.037933	0.023708	0.023158	0.015485	0.022913	0.019973	0.184394	0.348537	0.34313	0.02643	0.177292	16.455087	0.581443
MAG-30	95.45	0	95.45	Absent	Present	Present	21	Medium	0.728	94724	4621812	d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA1135;f__GCA-002686595;g__SXXH01;s__	d__Bacteria;p__Planctomycetes;c__;o__;f__;g__;s__	CK	3.239869407	2.53E-04	Absent	Absent	Absent	Absent	Present	Absent	Absent	Present	Present	Absent	0	0.23327865	0.09830302	0.48559415	0.029420793	0.036240354	0.035057086	0.005889566	0.007522116	0.007726533	0.001598581	0.001668415	0.001548235	0.07767603	0.07107659	0.0681493	0.026394263	0.03211592	0.03063687	0.011112525	0.010477138	0.011266201	0.003412333	0.007441855	0.007444874	0.003080523	0.003017812	0.002882912	0.001584981	0.001366364	0.001377677	0.30065975	0.09337978	0.006333842	0.030054847	0.010519684	0.03590815	0.002049297	10.074646	4.583521	20.199099	0.978563	1.305756	1.291593	0.20972	0.268424	0.288191	0.060792	0.071548	0.057473	2.361158	2.295901	2.150541	0.869801	1.208136	1.114333	0.356034	0.361717	0.362082	0.138448	0.301192	0.294307	0.111168	0.11658	0.113269	0.037096	0.041233	0.03171	16.39698	3.371687	0.248662	1.009627	0.356385	1.146796	0.0998
MAG-31	97.84	2.867	83.505	Present	Present	Present	21	High	0.66	49893	4469514	d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA1135;f__GCA-002686595;g__SXXH01;s__	d__Bacteria;p__Planctomycetes;c__;o__;f__;g__;s__	CK	3.319896102	3.35E-06	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	0	0.22288139	0.13506527	0.39109868	0.11447466	0.12796268	0.124285564	0.04275163	0.056167617	0.054313753	0.028268142	0.029693909	0.028033795	0.031112138	0.029861277	0.029856237	0.018986642	0.02470171	0.024796948	0.008534119	0.008342472	0.00883319	0.003022458	0.006573499	0.006835736	0.001671042	0.00149656	0.001394235	5.18E-04	4.80E-04	4.62E-04	0.3500594	0.28390747	0.13691251	0.037264246	0.083483964	0.035680607	0.04497382	9.7631775	6.380817	16.542876	3.844347	4.433353	4.350324	1.320372	1.850592	1.824359	1.063561	1.125564	1.095291	0.990739	1.000633	0.986496	0.62668	0.932014	0.901825	0.285096	0.290219	0.293233	0.115243	0.249414	0.243713	0.057603	0.05387	0.044717	0.018532	0.013596	0.018937	19.377471	10.377541	4.248719	1.25646	2.654013	1.150427	1.83889
MAG-32	82.38	1.43	75.23	Absent	Absent	Absent	19	Medium	0.688	6105	4628642	d__Bacteria;p__Planctomycetota;c__UBA1135;o__B15-G4;f__;g__;s__	d__Bacteria;p__Planctomycetes;c__;o__;f__;g__;s__	-	-	-	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	0	0.05986102	0.034864016	0.09101976	0.082989015	0.09092427	0.08617188	0.001849877	0.001802429	0.001763534	6.73E-04	6.06E-04	6.94E-04	0.003969906	0.003317764	0.0037015	0.003191364	0.00294432	0.002743787	3.10E-04	3.06E-04	3.01E-04	2.79E-04	3.73E-04	3.69E-04	2.36E-04	2.57E-04	2.73E-04	2.95E-04	2.93E-04	2.92E-04	0.022764305	0.076134495	0.024752144	0.001579411	0.015887603	0.009021428	0.02321139	2.740762	1.695972	3.985969	2.877458	3.301772	3.118801	0	0	0	0	0	0	0.114474	0.084536	0.101586	0.081326	0.075804	0.064076	0	0	0	0	0	0	0	0	0	0	0	0	1.331368	2.897025	0.791451	0	0.536024	0.268684	0.933908
MAG-33	97.66	1.136	91.98	Present	Present	Present	21	High	0.729	224124	5772746	d__Bacteria;p__Planctomycetota;c__UBA1135;o__B15-G4;f__;g__;s__	d__Bacteria;p__Planctomycetes;c__;o__;f__;g__;s__	CK	3.220910615	4.12E-04	Absent	Absent	Absent	Absent	Present	Absent	Absent	Present	Absent	Absent	0	0.001845739	0.001611546	0.001763706	0.001620528	0.001754489	0.001734499	8.85E-04	0.001017889	9.37E-04	2.10E-04	2.06E-04	2.47E-04	4.78E-04	5.29E-04	5.05E-04	4.34E-04	4.17E-04	5.12E-04	3.36E-04	2.82E-04	3.33E-04	5.51E-04	0.000524613	5.10E-04	5.74E-04	5.70E-04	5.99E-04	7.02E-04	7.26E-04	6.68E-04	0.001774661	0.001724259	0.41347954	7.48E-04	0.001212774	0.001184421	0.8228762	0.128418	0.103163	0.16426	0.073742	0.087121	0.076565	0.048272	0.070612	0.065772	0.01656	0.02083	0.020783	0.022555	0.023869	0.023758	0.038333	0.043607	0.036177	0.005686	0.004421	0.01119	0.047887	0.037401	0.040596	0.044198	0.049896	0.057859	0.032071	0.028137	0.032737	0.179778	0.101805	12.712003	0.035529	0.074573	0.06408	33.0091
MAG-34	77.3	2.325	65.675	Absent	Present	Absent	20	Medium	0.646	7529	4734734	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae;g__Fimbriiglobus;s__	d__Bacteria;p__Planctomycetes;c__Planctomycetia;o__;f__;g__;s__	Cr	3.057522357	1.74E-04	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	0	0.007756978	0.003653192	0.009843353	0.012596136	0.013845642	0.012729618	0.011839886	0.009344812	0.009533759	8.27E-04	7.94E-04	7.98E-04	0.01098235	0.010300812	0.010225305	0.007214469	0.009027462	0.008920081	0.004341812	0.004445794	0.005262351	0.0759152	0.055208143	0.055046275	0.06522006	0.06167065	0.06270724	0.05021489	0.05085544	0.050318446	0.013751428	0.01454887	0.007093319	0.029243654	0.029945312	0.01616127	0.001672238	0.378	0.191594	0.4595215	0.454319	0.510381	0.4832815	0.385739	0.301251	0.313726	0	0	0	0.349803	0.328489	0.331411	0.254086	0.341094	0.327905	0.142037	0.139148	0.155553	2.7804005	2.2016965	2.124694	2.204612	2.138496	2.156735	1.576254	1.740564	1.731773	0.8726175	0.565543	0.262995	1.05283	1.011082	0.548536	0.055521
MAG-35	95.45	1.136	89.77	Absent	Present	Absent	21	Medium	0.51	158860	5277399	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__HRBIN36;g__;s__	d__Bacteria;p__Planctomycetes;c__Planctomycetia;o__;f__;g__;s__	-	-	-	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Present	Absent	0	0.006209875	0.004405007	0.006760019	0.041595202	0.043554254	0.04640661	0.19215763	0.26720864	0.27123296	0.005497068	0.005430165	0.005698352	0.048698585	0.04527609	0.047737226	0.13898121	0.15077741	0.15634364	0.027037358	0.026316049	0.024239732	0.003424295	0.001886589	0.001763074	0.005520187	0.004714365	0.004740136	0.00462342	0.004510042	0.004420392	0.024236806	0.03951899	0.025659023	8.87E-04	0.27911428	0.14260237	0.004894817	0.291092	0.235392	0.303441	1.406194	1.542131	1.641205	5.973448	8.761901	9.139398	0.197934	0.220842	0.22791	1.46233	1.44305	1.450888	4.530275	5.608103	5.573665	0.876228	0.891242	0.794105	0.120621	0.073198	0.068717	0.188329	0.177056	0.169122	0.142273	0.146971	0.154942	1.43548	1.465366	0.757971	0.033886	8.764026	4.486725	0.205842
MAG-36	88.5	3.977	68.615	Absent	Present	Absent	20	Medium	0.651	8405	9502045	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae;g__;s__	d__Bacteria;p__Planctomycetes;c__Planctomycetia;o__;f__;g__;s__	-	-	-	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Present	Absent	1	0.00358298	0.002010633	0.005686292	0.00311913	0.003448868	0.003454806	0.00248703	0.003013463	0.002849677	7.54E-04	9.57E-04	9.06E-04	0.002707867	0.002591164	0.002651902	0.016438842	0.013380358	0.013464335	0.011001843	0.011267102	0.011812631	0.001147968	0.00104211	0.001015755	0.001216167	0.001061159	0.001177008	0.001277297	0.001381255	0.001368391	0.009063717	0.07937802	0.31406957	0.001243802	0.003154956	0.039942525	0.037156917	0.145401	0.066463	0.243361	0.077003	0.095319	0.082275	0.018837	0	0	0	0	0	0.071801	0.06555	0.062352	0.5397145	0.506173	0.495236	0.351254	0.36893	0.380105	0	0	0	0	0	0	0	0	0	0.528817	2.975361	9.789185	0	0.073493	1.28845	1.5096
MAG-37	78.69	0.62	75.59	Absent	Absent	Absent	21	Medium	0.644	6924	5015276	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Planctomycetales;f__Planctomycetaceae;g__MB-PLM-1;s__	d__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__;s__	Cr	2.642513224	3.17E-05	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Present	Absent	0	0.007160843	0.008542151	0.00500245	0.007840688	0.009110042	0.009083418	0.003709537	0.004886913	0.005020427	9.60E-04	0.001082054	9.07E-04	0.007506956	0.007461902	0.007272835	0.004716886	0.004230949	0.004409086	0.002819766	0.002688954	0.002847079	0.046341233	0.023424735	0.02336836	0.065546244	0.05838951	0.058021884	0.06539948	0.064992525	0.06720562	0.015349889	0.018216342	0.010008493	0.01224918	0.006084912	0.005210382	0.004519495	0.370558	0.467742	0.260076	0.301994	0.363872	0.371817	0.111366	0.173309	0.17534	0	0	0	0.248266	0.257943	0.228324	0.16265	0.168375	0.16437	0.0919645	0.077124	0.072859	1.676251	0.927299	0.896724	2.1931445	2.034645	1.973696	2.022634	2.229767	2.289959	1.040424	0.782318	0.377575	0.418517	0.238718	0.192182	0.179267
MAG-38	97.75	0	97.75	Present	Present	Present	21	High	0.533	67996	8907889	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Planctomycetales;f__Planctomycetaceae;g__F1-80-MAGs062;s__	d__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__Planctomyces;s__	Cr	3.016329615	8.13E-06	Absent	Absent	Absent	Absent	Present	Absent	Absent	Present	Present	Present	1	0.012034021	0.00925622	0.00708798	0.003904577	0.003980666	0.004189888	0.005287024	0.006018856	0.006140344	0.002326972	0.002244186	0.002231377	0.001860724	0.001950445	0.001846223	0.001575321	0.001690795	0.001757536	5.26E-04	5.28E-04	4.65E-04	0.2433826	0.12185654	0.11802021	0.20862524	0.17076436	0.17274834	0.10918871	0.07142246	0.06854253	0.027660964	0.004074777	0.001313325	0.003461681	0.005190143	0.002146819	0.002270507	0.43696	0.364475	0.184787	0.020347	0.02352	0.023892	0	0	0	0	0	0	0.005687	0.003987	0.004943	0	0	0	0	0	0	7.920314	4.085601	3.840773	6.232344	5.297278	5.298286	2.994042	2.058117	1.97741	1.408215	0.032196	0.006444	0.056331	0.0021	0.004382	0.00347
MAG-39	95.5	1.291	89.045	Present	Present	Present	21	High	0.554	26304	8110872	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Planctomycetales;f__Planctomycetaceae;g__SXXK01;s__	d__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__;s__	-	-	-	Absent	Absent	Absent	Absent	Present	Absent	Absent	Present	Present	Present	0	0.009917785	0.020262776	0.003548787	0.06629003	0.07895542	0.07961379	0.001794257	0.001862902	0.001816803	4.21E-04	4.10E-04	4.46E-04	0.09631996	0.10032703	0.10516027	0.001700511	0.001397149	0.001427887	2.89E-04	2.79E-04	1.78E-04	7.20E-04	3.75E-04	4.29E-04	5.39E-04	5.17E-04	5.81E-04	3.14E-04	3.32E-04	3.06E-04	0.006355469	0.033630904	0.002593288	3.20E-04	0.04235257	0.019802338	8.18E-04	0.446604	0.95372	0.140818	2.191568	2.692279	2.777481	0.046201	0.047314	0.045898	0	0	0	2.952034	3.280344	3.265588	0.05033	0.044106	0.045032	0	0	0	0	0	0	0	0	0	0	0	0	0.34131	1.212257	0.07466	0	1.331823	0.627778	0.025409
MAG-40	97.63	1.149	91.885	Present	Present	Present	20	High	0.62	150126	6493898	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Ga0077529;g__GCA-2702655;s__	d__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__;s__	Cr	3.435758795	5.01E-05	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Present	Absent	1	0.003760882	0.005327145	0.003168563	0.007367937	0.010014858	0.009339349	0.006043344	0.008336811	0.00813733	0.002191093	0.002383657	0.002345338	0.026110994	0.024896134	0.025362523	0.025873091	0.02350722	0.02400271	0.009407428	0.0096099	0.00967055	0.21977063	0.18252113	0.18331432	0.26333472	0.26619205	0.26956597	0.5525449	0.581912	0.5908753	0.018443674	0.02935436	0.009446362	0.07434882	0.006730884	0.029795058	0.012751446	0.190871	0.285729	0.173779	0.268115	0.401702	0.361376	0.210503	0.303337	0.30646	0.084142	0.102922	0.095314	0.825187	0.835095	0.817092	0.860055	0.918572	0.902084	0.32747	0.329912	0.324799	7.732421	6.879226	6.754881	8.451907	8.908956	8.924559	16.355796	18.899418	19.376373	1.09066	1.165842	0.33538	2.535596	0.238776	0.962754	0.521482
MAG-41	82.65	1.149	76.905	Absent	Absent	Absent	16	Medium	0.658	6958	4615325	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__PALSA-1355;g__;s__	d__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__;s__	CK	2.54046389	4.15E-05	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Present	0	0.03927175	0.038171962	0.036558755	0.009366262	0.011431279	0.011218722	0.005453578	0.006516583	0.006521943	0.001565252	0.001896332	0.001675518	0.00392327	0.00422093	0.004201311	0.002782994	0.002578022	0.002621073	0.001621917	0.001526641	0.001678709	0.019607995	0.013607754	0.014192057	0.03436396	0.03419898	0.03508327	0.025653325	0.023061072	0.022837827	0.12437174	0.020462953	0.003168603	0.005370077	0.009518479	0.002932806	6.63E-04	1.8105175	1.867799	1.631676	0.324074	0.405172	0.4084725	0.174923	0.199452	0.223489	0.020564	0	0	0.0891905	0.096627	0.094513	0.077116	0.076311	0.056567	0.035232	0	0	0.707977	0.509899	0.51027	1.157675	1.191898	1.219976	0.771918	0.7714305	0.758023	7.124438	0.785525	0.120809	0.170495	0.329395	0.087123	0
MAG-42	93.67	4.022	73.56	Present	Absent	Present	21	Medium	0.604	9332	6667229	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__PALSA-1355;g__;s__	d__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__;s__	Ni	2.616039372	5.97E-06	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	0	4.59E-04	4.06E-04	5.54E-04	8.44E-04	9.56E-04	9.94E-04	7.07E-04	7.03E-04	7.74E-04	2.21E-04	2.43E-04	2.13E-04	0.0080123	0.008360262	0.008308086	0.11895575	0.09798279	0.09932174	0.026720973	0.024636593	0.024322229	3.20E-04	3.03E-04	3.42E-04	4.16E-04	3.19E-04	3.24E-04	2.78E-04	2.71E-04	2.91E-04	9.50E-04	0.002187216	0.01157661	3.66E-04	0.004037203	0.09258078	3.59E-04	0	0	0	0	0	0	0	0	0	0	0	0	0.242149	0.263382	0.261885	3.977767	3.704385	3.64719	0.880305	0.81826	0.784739	0	0	0	0	0	0	0	0	0	0	0.084236	0.369993	0	0.138714	3.009562	0
