Protein	Original Contig	Protein FDR Confidence: Combined	Master	Exp. q-value: Combined	Sum PEP Score	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	# Protein Groups	Score Sequest HT: Sequest HT	# Peptides (by Search Engine): Sequest HT	# Razor Peptides	Modifications	Cd_1	Cd_2	Cd_3	Ni_1	Ni_2	Ni_3	Cr_1	Cr_2	Cr_3	CK_1	CK_2	CK_3
custom_482622_31	custom_482622_31	High	IsMasterProtein	0	64.177	37	12	69	0	1	204.76	12	5	-	64962	67072	62162	1208	1566	1636	0	1059	0	1702	1815	1942
custom_1755188_7	custom_1755188_7	High	IsMasterProtein	0	63.938	28	15	48	10	1	148.31	15	4	-	11533	14123	10938	5199	3762	5675	120102	127585	137156	125552	119303	116345
OHC70316.1	custom_2422660_71	High	IsMasterProtein	0	63.823	23	9	145	1	1	406.32	9	3	-	31373	30942	30710	55615	66246	63633	8472	10041	6700	38708	33427	33799
WP_117607467.1	custom_631276_1	High	IsMasterProtein	0	63.804	28	11	39	1	1	112.9	11	1	-	11114	10057	10550	944	1938	2162	22536	28794	24633	5553	6856	6122
custom_2512849_14	custom_2512849_14	High	IsMasterProtein	0	63.271	28	16	57	6	1	153.34	16	9	-	59673	56909	58471	38643	39982	39268	13480	1796	11871	139852	134514	142162
WP_102247198.1	custom_470379_4	High	IsMasterProtein	0	63.095	25	9	53	2	1	178.32	9	0	-	0	0	0	14351	12053	15749	0	933	902	2454	2615	2401
custom_2054408_1	custom_2054408_1	High	IsMasterProtein	0	62.929	17	14	62	9	1	182.89	14	3	-	30543	30630	29349	65679	69269	64202	2715	3757	797	10202	9139	8092
EXI66302.1	custom_2592594_1	High	IsMasterProtein	0	62.734	33	9	139	7	1	389.09	9	0	-	238215	249969	257926	21537	19898	22458	22814	26480	25943	293940	296151	300636
custom_950186_1	custom_950186_1	High	IsMasterProtein	0	62.517	41	12	69	1	1	216.52	12	3	-	20001	19133	20027	5218	4861	4825	3237	1894	2235	1610	1370	1351
custom_289611_2	custom_289611_2	High	IsMasterProtein	0	62.383	33	9	144	1	1	404.05	9	1	-	990	1654	924	1169	629	814	13640	10673	0	4555	4262	4328
custom_1548022_2	custom_1548022_2	High	IsMasterProtein	0	62.038	31	6	75	5	1	218.44	6	1	-	49337	57193	53886	465289	398540	453741	235211	242877	232313	20689	22547	24035
WP_107221696.1	custom_1183432_9	High	IsMasterProtein	0	61.836	11	13	60	0	1	169.83	13	0	-	-	-	-	-	-	-	-	-	-	-	-	-
custom_1095804_38	custom_1095804_38	High	IsMasterProtein	0	61.823	38	11	67	1	1	183.86	11	0	-	589	0	735	5357	5869	5852	0	0	0	666	1997	2808
RTL40444.1	custom_747581_1	High	IsMasterProtein	0	61.809	25	11	53	7	1	147.54	11	3	-	12910	12901	12620	80601	70821	64434	9428	7043	7145	3525	4025	3604
WP_013964655.1	custom_568102_1	High	IsMasterProtein	0	61.672	42	14	71	2	1	203.4	14	2	-	2097	2251	1987	3784	3458	3870	71925	68997	71079	11759	12040	12390
WP_012207479.1	custom_2596476_38	High	IsMasterProtein	0	61.472	40	11	67	2	1	201.74	11	10	-	510723	542287	551734	36861	40856	40656	32442	25337	25751	6496	6462	5685
custom_1169624_7	custom_1169624_7	High	IsMasterProtein	0	61.342	35	15	33	7	1	96.14	15	7	-	4772	4643	7373	2033	2283	518	7060	16387	16154	56093	53390	54334
custom_1252224_2	custom_1252224_2	High	IsMasterProtein	0	61.157	29	11	58	2	1	171.62	11	0	-	8816	8966	8822	9731	7712	8694	14768	7875	3241	7692	7066	6161
custom_183169_2	custom_183169_2	High	IsMasterProtein	0	61.14	40	11	82	1	1	233.01	11	0	-	3769	3400	3705	1359	1379	1288	0	0	0	943	1119	1424
custom_361808_75	custom_361808_75	High	IsMasterProtein	0	61.123	42	12	44	1	1	122.53	12	9	-	2979	2093	807	32557	23786	28035	105062	113651	159780	11701	9706	10481
custom_1700492_19	custom_1700492_19	High	IsMasterProtein	0	60.939	27	16	69	6	1	173.53	16	10	-	4210	6527	6140	38671	39414	41117	21911	11371	8674	31769	33469	34822
WP_079434406.1	custom_315692_1	High	IsMasterProtein	0	60.867	16	15	49	10	1	142.49	15	3	-	13733	12194	8169	69854	66539	71734	3127	9631	4138	17584	15050	8648
custom_1989675_6	custom_1989675_6	High	IsMasterProtein	0	60.76	48	11	99	1	1	238.47	11	0	-	0	0	794	0	0	0	0	0	0	1370	1584	1334
custom_1840951_3	custom_1840951_3	High	IsMasterProtein	0	60.715	27	12	79	1	1	227.58	12	2	-	12279	11370	9925	18677	20666	19752	7369	8466	9032	20259	20249	20248
WP_018608275.1	custom_608684_1	High	IsMasterProtein	0	60.545	12	14	57	1	1	164.19	14	0	-	0	0	1043	2298	2556	2571	1305	1022	1088	0	1065	905
custom_1191887_12	custom_1191887_12	High	IsMasterProtein	0	60.391	23	14	144	1	1	424.95	14	0	-	435	478	512	6379	6428	6795	25156	21483	25656	86	164	109
custom_204834_3	custom_204834_3	High	IsMasterProtein	0	60.16	46	11	281	6	1	734.99	11	2	-	36032	38946	36583	9218	9660	8267	73814	80101	85729	217786	227739	227889
custom_2138365_6	custom_2138365_6	High	IsMasterProtein	0	60.012	51	12	44	2	1	124.51	12	11	-	10956	11041	12890	2788	1892	1635	5844	4691	5555	150018	158381	162812
KPK33038.1	custom_2125368_1	High	IsMasterProtein	0	60.007	25	9	154	0	1	433.14	9	0	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_015396027.1	custom_1190744_1	High	IsMasterProtein	0	59.747	29	10	68	4	1	190.42	10	2	-	65865	50874	43646	92125	87408	89057	0	4623	2321	70691	64765	59474
custom_766123_2	custom_766123_2	High	IsMasterProtein	0	59.5	21	14	62	6	1	160.14	14	4	-	2628	1477	3381	10018	5851	5061	39071	1129	1347	20068	26119	21856
custom_259138_22	custom_259138_22	High	IsMasterProtein	0	59.488	19	14	57	2	1	139.24	14	1	-	37002	43958	35101	1463	2742	2247	3427	2050	2146	8799	7938	5867
EXI83756.1	custom_2130650_1	High	IsMasterProtein	0	59.217	23	15	60	4	1	134.88	15	7	-	2024	377	2100	3114	2377	2480	47896	42912	44066	114423	113413	113787
custom_733127_8	custom_733127_8	High	IsMasterProtein	0	59.156	24	12	64	1	1	177.42	12	1	-	2101	2620	3458	1493	1218	1267	3756	7797	5919	6830	6176	5689
WP_012806080.1	custom_483129_2	High	IsMasterProtein	0	59.037	37	13	40	12	1	108.26	13	0	-	91651	96023	91300	12101	14174	13614	29931	32234	29539	36505	31648	31091
custom_1273473_9	custom_1273473_9	High	IsMasterProtein	0	58.987	29	10	52	2	1	156.68	10	0	-	0	303	71	30990	36026	34285	0	0	0	1752	1273	0
custom_920531_2	custom_920531_2	High	IsMasterProtein	0	58.809	29	13	61	7	1	167.24	13	5	-	13116	13188	13815	49205	53568	46225	3362	7652	1433	8290	10740	11434
custom_664933_3	custom_664933_3	High	IsMasterProtein	0	58.715	40	14	24	9	1	65.8	14	5	-	3339	2364	2938	9629	9041	8674	7258	15282	19397	57589	46320	51577
custom_2469096_1	custom_2469096_1	High	IsMasterProtein	0	58.704	26	11	60	5	1	174.24	11	6	-	40534	37765	37903	31395	36760	36011	9478	9547	9335	12705	11384	10214
custom_194358_101	custom_194358_101	High	IsMasterProtein	0	58.665	31	9	118	2	1	346.69	9	0	-	5182	4486	5035	409	353	357	6002	8216	8100	2053	1338	1090
WP_016448722.1	custom_2596476_38	High	IsMasterProtein	0	58.587	38	10	60	1	1	184.55	10	0	-	0	0	0	1037	794	785	0	0	0	1072	798	764
WP_079436807.1	custom_2502050_1	High	IsMasterProtein	0	58.563	20	13	68	2	1	170.59	13	2	-	4245	4473	4604	18618	19518	19208	15051	15478	14689	8409	7910	8178
custom_2599667_52	custom_2599667_52	High	IsMasterProtein	0	58.363	28	12	55	4	1	163.31	12	1	-	22638	18022	20866	3116	3092	2982	3247	1076	0	5328	5276	5866
custom_2479384_8	custom_2479384_8	High	IsMasterProtein	0	58.222	35	9	135	2	1	379.5	9	0	-	0	0	0	825	890	1019	0	0	0	2023	2059	2770
custom_2553183_7	custom_2553183_7	High	IsMasterProtein	0	58.122	42	12	42	12	1	133.66	12	0	-	22439	24346	26798	71196	70025	71388	9618	5687	4899	3601	3276	1861
custom_638821_1	custom_638821_1	High	IsMasterProtein	0	58.076	45	10	83	2	1	230.46	10	4	-	36846	35794	39136	2944	2202	3108	0	2039	1773	47866	46958	52017
WP_076094963.1	custom_2252151_19	High	IsMasterProtein	0	57.875	38	9	55	2	1	176.62	9	0	-	-	-	-	-	-	-	-	-	-	-	-	-
custom_2474004_11	custom_2474004_11	High	IsMasterProtein	0	57.866	27	10	117	1	1	322.17	10	4	-	92331	90192	88883	137333	147972	153503	67000	72608	70744	97941	95569	95049
custom_42213_11	custom_42213_11	High	IsMasterProtein	0	57.744	40	12	56	2	1	152.64	12	11	-	40010	43042	40774	9140	7793	7963	124475	143908	108049	232985	235113	240209
custom_1852256_8	custom_1852256_8	High	IsMasterProtein	0	57.698	16	17	85	2	1	210.08	17	13	-	64781	58195	61076	70606	62421	76254	31335	26458	28208	27955	26578	27199
OJW46425.1	custom_657957_1	High	IsMasterProtein	0	57.555	20	10	76	1	1	207.29	10	7	-	62200	56875	56136	107145	112968	113578	101460	56839	53959	62897	65541	63785
custom_94191_1	custom_94191_1	High	IsMasterProtein	0	56.69	49	11	49	2	1	110.25	11	10	-	65321	64212	62492	99256	99533	103433	13436	10406	12181	80790	83638	87032
custom_1108607_13	custom_1108607_13	High	IsMasterProtein	0	56.531	40	10	50	0	1	176.01	10	1	-	2262	584	0	0	0	0	0	0	403	701	617	659
custom_937990_12	custom_937990_12	High	IsMasterProtein	0	56.384	19	15	30	15	1	82.25	15	0	-	41584	42451	41419	1274	1877	1474	34065	25533	22838	4171	4738	4167
custom_2331497_9	custom_2331497_9	High	IsMasterProtein	0	56.308	41	12	104	2	1	249.37	12	0	-	0	0	1494	2647	2462	2337	0	0	0	4483	0	0
custom_1010621_30	custom_1010621_30	High	IsMasterProtein	0	56.23	46	11	42	3	1	121.54	11	0	-	0	392	379	0	0	456	2559	2515	2704	2937	3336	3931
custom_2146832_3	custom_2146832_3	High	IsMasterProtein	0	56.21	56	14	80	1	1	208.68	14	2	-	2390	0	2235	0	463	333	0	0	0	17510	18178	19063
custom_195165_1	custom_195165_1	High	IsMasterProtein	0	56.174	28	8	44	1	1	139.98	8	0	-	2273	2087	1824	466	713	257	0	0	0	4523	5236	4879
custom_540216_15	custom_540216_15	High	IsMasterProtein	0	55.971	32	8	24	8	1	87.39	8	0	-	42664	44206	43211	4039	3742	3789	2258	2938	1238	5819	5866	5837
WP_113890785.1	custom_2335859_1	High	IsMasterProtein	0	55.904	13	7	84	0	1	237.93	7	4	-	6374	7199	6023	44041	39346	37560	5140	4014	5085	24602	24357	24436
custom_2258004_2	custom_2258004_2	High	IsMasterProtein	0	55.834	36	9	30	0	1	105.26	9	1	-	2054	0	2103	290	0	291	9472	9868	11215	2778	2963	3230
custom_1553691_20	custom_1553691_20	High	IsMasterProtein	0	55.722	28	8	25	2	1	78.36	8	5	-	5222	2445	15599	2239	1859	1333	31771	887	2100	129465	130727	135827
custom_1971007_10	custom_1971007_10	High	IsMasterProtein	0	55.558	35	7	70	2	1	231.32	7	2	-	17262	13609	15618	42906	43402	39990	0	2524	5615	10086	9074	8043
custom_1588746_5	custom_1588746_5	High	IsMasterProtein	0	55.527	34	11	97	6	1	232.08	11	5	-	115438	118965	124174	370729	333088	344776	48033	50383	49108	71533	64089	52469
WP_079434253.1	custom_293117_6	High	IsMasterProtein	0	55.501	26	10	74	8	1	220.04	10	2	-	71127	70132	66204	114921	113651	124068	3972	4969	4535	16296	17852	17752
custom_2071110_8	custom_2071110_8	High	IsMasterProtein	0	55.489	29	8	23	2	1	69.15	8	1	-	0	210	0	0	0	0	621	0	1078	2822	3218	3128
custom_465198_13	custom_465198_13	High	IsMasterProtein	0	55.442	27	10	106	1	1	286.67	10	1	-	3533	3590	1234	3106	1514	1702	0	0	0	11096	13304	9021
custom_1275164_32	custom_1275164_32	High	IsMasterProtein	0	55.241	33	10	33	6	1	99.17	10	4	-	38287	34217	36342	43815	32639	34037	22570	20281	19076	1940	9610	1215
custom_2158329_2	custom_2158329_2	High	IsMasterProtein	0	55.209	30	11	37	3	1	103.22	11	8	-	18807	21881	21509	27626	19022	19238	3317	74740	87314	15750	10782	10539
custom_2151383_5	custom_2151383_5	High	IsMasterProtein	0	54.93	13	8	37	2	1	80.44	8	0	-	6990	7361	8328	1012	4970	5067	11299	369	0	10259	0	9423
custom_2506622_2	custom_2506622_2	High	IsMasterProtein	0	54.849	23	12	75	3	1	205.17	12	8	-	6254	9461	7460	22318	18273	19203	18153	17733	16998	201112	196177	200659
custom_689988_4	custom_689988_4	High	IsMasterProtein	0	54.819	27	12	59	6	1	172.92	12	4	-	5468	4225	3577	58111	56187	55553	16822	11798	14142	20049	16607	23187
custom_692264_1	custom_692264_1	High	IsMasterProtein	0	54.754	33	7	121	0	1	415.37	7	1	-	8207	3087	8805	29405	29014	28147	5860	0	0	0	0	0
custom_1550804_4	custom_1550804_4	High	IsMasterProtein	0	54.695	20	8	39	1	1	129.21	8	0	-	648	2080	927	0	0	0	0	0	0	0	0	0
custom_1664942_9	custom_1664942_9	High	IsMasterProtein	0	54.693	17	8	49	7	1	141.14	8	1	-	31692	26392	31794	67789	61443	66536	12505	8733	4223	19077	19000	20183
OGI37388.1	custom_561956_1	High	IsMasterProtein	0	54.647	19	9	89	2	1	268.3	9	3	-	72093	68680	69178	94138	113355	126769	1245	1121	0	77820	77568	63051
custom_1554121_4	custom_1554121_4	High	IsMasterProtein	0	54.609	30	10	51	8	1	145.15	10	2	-	14043	16192	12537	36905	35577	32659	8096	10141	9446	1473	1738	2067
custom_1663167_70	custom_1663167_70	High	IsMasterProtein	0	54.582	35	11	36	9	1	88.37	11	2	-	21390	22692	22097	17111	15997	18096	1057	17449	2062	6624	8228	6396
custom_2290492_5	custom_2290492_5	High	IsMasterProtein	0	54.565	21	10	42	7	1	122.29	10	2	-	10321	11897	9809	12379	8981	7814	15230	15967	17005	10474	7348	6930
custom_1072752_16	custom_1072752_16	High	IsMasterProtein	0	54.397	56	12	150	3	1	368.28	12	9	-	180174	185570	173321	37777	39966	41349	46108	43692	37362	1591449	1582664	1623054
custom_1236512_3	custom_1236512_3	High	IsMasterProtein	0	54.355	50	11	28	3	1	103.7	11	3	-	5710	5531	6342	2418	2462	2079	9795	11814	13296	61821	59606	54986
OHC64610.1	custom_2592121_5	High	IsMasterProtein	0	54.25	28	9	61	1	1	165.87	9	0	-	-	-	-	-	-	-	-	-	-	-	-	-
custom_40980_6	custom_40980_6	High	IsMasterProtein	0	54.208	13	14	43	5	1	129.67	14	1	-	909	0	965	4314	4157	5073	0	2947	6091	7033	9203	9156
KFB71744.1	custom_809947_1	High	IsMasterProtein	0	53.983	26	13	49	3	1	131.5	13	0	-	434	628	579	8706	322	208	0	0	0	2652	2732	9618
custom_2149336_1	custom_2149336_1	High	IsMasterProtein	0	53.931	42	10	78	1	1	215.82	10	7	-	122537	121558	117438	42980	40813	41600	7069	15428	15541	64886	61407	58227
WP_011286820.1	custom_1552550_2	High	IsMasterProtein	0	53.878	20	11	65	3	1	178.67	11	7	-	530236	514876	498143	26267	27604	26462	64455	63939	61210	215	5000	930
WP_027456614.1	custom_19489_7	High	IsMasterProtein	0	53.835	20	15	63	4	1	153.34	15	6	-	19465	17889	17307	11423	11756	11274	5011	3748	3104	16857	17314	17201
custom_695382_2	custom_695382_2	High	IsMasterProtein	0	53.668	30	12	42	3	1	113.66	12	0	-	0	758	384	925	1412	510	31447	38880	40448	4191	2840	2663
custom_2303671_11	custom_2303671_11	High	IsMasterProtein	0	53.589	22	13	67	1	1	164.19	13	9	-	36358	41305	51996	51923	53136	53225	50352	48780	49251	22918	26684	23472
custom_1901692_15	custom_1901692_15	High	IsMasterProtein	0	53.355	25	10	64	3	1	169.77	10	0	-	10825	10640	4741	5951	4830	3041	23039	21219	16862	19982	17249	17981
custom_2283038_10	custom_2283038_10	High	IsMasterProtein	0	53.342	26	10	35	1	1	87.84	10	3	-	5646	3901	3752	10103	9740	8738	3173	6930	2545	2287	1836	2236
custom_568512_6	custom_568512_6	High	IsMasterProtein	0	53.226	20	11	69	3	1	182.38	11	0	-	110585	107722	93254	12149	10717	11789	156020	151701	146591	10238	10144	9729
KFB68261.1	custom_621138_5	High	IsMasterProtein	0	53.193	29	10	74	1	1	219.72	10	0	-	0	695	529	0	0	0	0	0	0	1304	1262	548
custom_2599667_52	custom_2599667_52	High	IsMasterProtein	0	53.056	27	14	83	3	1	192.19	14	7	-	31282	31636	20597	20809	20238	19358	9930	19772	18679	27830	24892	24582
custom_2072810_6	custom_2072810_6	High	IsMasterProtein	0	53.032	43	10	51	2	1	138.42	10	7	-	22100	21161	22215	13489	13016	12898	29413	16167	11723	185224	173919	166564
WP_095524577.1	custom_1082524_15	High	IsMasterProtein	0	53.021	27	7	109	1	1	300.18	7	0	-	-	-	-	-	-	-	-	-	-	-	-	-
custom_2284201_2	custom_2284201_2	High	IsMasterProtein	0	52.933	27	9	124	1	1	341.96	9	0	-	921	825	772	4368	2965	3607	0	0	0	0	0	0
custom_199549_2	custom_199549_2	High	IsMasterProtein	0	52.66	32	7	90	4	1	274.85	7	0	-	19951	21241	23022	207969	179061	180779	5273	11102	6329	18634	19259	18932
custom_968446_41	custom_968446_41	High	IsMasterProtein	0	52.594	21	9	46	9	1	117.96	9	0	-	13195	20496	18981	41459	41792	41535	6850	4440	6188	2207	658	2188
WP_120364015.1	custom_1207372_1	High	IsMasterProtein	0	52.594	12	6	32	0	1	89.32	6	0	-	-	-	-	-	-	-	-	-	-	-	-	-
custom_828381_70	custom_828381_70	High	IsMasterProtein	0	52.572	23	10	72	1	1	201.41	10	5	-	4791	4739	26141	71811	100282	89181	33055	33390	32832	49988	49723	54201
KFB72554.1	custom_2269468_2	High	IsMasterProtein	0	52.498	37	11	49	2	1	133.68	11	0	-	-	-	-	-	-	-	-	-	-	-	-	-
custom_668798_6	custom_668798_6	High	IsMasterProtein	0	52.45	25	9	63	2	1	196.01	9	0	-	16568	15553	15692	0	0	0	14296	13199	11936	2013	2029	1953
WP_027469922.1	custom_1525812_1	High	IsMasterProtein	0	52.334	22	7	74	1	1	199.38	7	3	-	89444	97952	94572	22578	32650	31361	22601	11562	9841	13589	13382	13439
custom_1019810_4	custom_1019810_4	High	IsMasterProtein	0	52.295	22	7	142	1	1	427.97	7	0	-	6986	7549	7485	23090	27683	23193	718	0	0	3018	2218	2113
custom_247381_4	custom_247381_4	High	IsMasterProtein	0	52.27	18	14	62	3	1	150.36	14	0	-	670	910	804	0	1629	1614	5310	1352	4454	12317	9794	10785
custom_146655_5	custom_146655_5	High	IsMasterProtein	0	52.148	52	10	228	6	1	628.29	10	3	-	46205	46738	43573	63283	53857	54130	83887	69300	69930	211078	207333	212600
custom_1275164_30	custom_1275164_30	High	IsMasterProtein	0	52.11	28	10	25	8	1	88.09	10	1	-	28252	28071	26964	4893	4231	4671	7560	11855	10827	9510	11176	9727
custom_2091542_55	custom_2091542_55	High	IsMasterProtein	0	51.744	59	13	52	12	1	170.11	13	0	-	81612	85950	80575	9014	7962	7539	78252	79980	81455	131334	129348	123375
custom_2478712_2	custom_2478712_2	High	IsMasterProtein	0	51.712	40	7	63	2	1	189.39	7	0	-	462	485	343	4921	1053	3227	0	0	0	0	0	0
custom_1081726_11	custom_1081726_11	High	IsMasterProtein	0	51.697	37	7	21	6	1	78.97	7	0	-	9081	10842	10681	4334	3268	2520	1108	0	0	37989	35666	28304
custom_1820328_9	custom_1820328_9	High	IsMasterProtein	0	51.686	33	9	88	1	1	234.71	9	2	-	3340	3623	4897	4711	2634	3313	0	1670	1392	4027	5019	3556
custom_2283038_10	custom_2283038_10	High	IsMasterProtein	0	51.516	22	9	44	2	1	120.69	9	0	-	5651	3704	4395	2686	3398	3797	0	0	0	0	0	500
custom_2073765_19	custom_2073765_19	High	IsMasterProtein	0	51.352	43	10	30	9	1	87.88	10	1	-	41284	34900	41502	1240	3219	1959	10954	11379	12884	3410	2878	2823
custom_1986446_4	custom_1986446_4	High	IsMasterProtein	0	51.35	22	14	53	2	1	111.34	14	6	-	2319	1605	2841	508	577	0	0	0	0	79859	80371	80885
WP_054621528.1	custom_877066_2	High	IsMasterProtein	0	51.246	21	9	37	2	1	116	9	0	-	2199	2429	2847	1859	1814	2010	0	0	0	542	637	1078
custom_377563_17	custom_377563_17	High	IsMasterProtein	0	51.176	28	10	41	2	1	120.51	10	6	-	4506	3686	5463	965	1361	1424	0	1155	0	89533	87258	84447
custom_42213_2	custom_42213_2	High	IsMasterProtein	0	51.1	57	12	35	11	1	101.75	12	1	-	15772	15636	16631	4671	5122	3514	23494	23193	16404	88782	85135	91898
AJO62559.1	custom_609697_1	High	IsMasterProtein	0	51.019	44	10	51	0	1	151.75	10	0	-	-	-	-	-	-	-	-	-	-	-	-	-
custom_2533173_1	custom_2533173_1	High	IsMasterProtein	0	50.997	31	8	44	1	1	150.22	8	7	-	49026	40767	43279	41089	40557	41120	44610	36320	29999	20734	20279	19636
custom_1019810_4	custom_1019810_4	High	IsMasterProtein	0	50.795	26	9	142	1	1	435.56	9	1	-	8093	8716	8395	12817	14715	16733	30709	43518	45773	13796	12806	9911
custom_2251877_5	custom_2251877_5	High	IsMasterProtein	0	50.752	35	13	34	6	1	79.7	13	7	-	7704	2784	7440	10512	11779	12848	3688	5721	6390	66319	62768	59997
custom_458701_1	custom_458701_1	High	IsMasterProtein	0	50.631	34	8	95	0	1	265.86	8	1	-	0	0	82	2939	2705	0	0	0	0	2766	2584	2237
custom_482622_275	custom_482622_275	High	IsMasterProtein	0	50.56	32	14	31	14	1	89.12	14	0	-	44842	41843	39446	4358	3413	3218	26874	26000	22379	1497	289	946
custom_482622_293	custom_482622_293	High	IsMasterProtein	0	50.493	73	9	42	9	1	133.59	9	0	-	222455	246964	222249	1744	1789	3332	28173	55130	58320	7778	3129	6365
WP_076501246.1	custom_817963_1	High	IsMasterProtein	0	50.44	20	6	83	1	1	249.71	6	1	-	227454	196329	221157	250820	200922	289555	6585	6132	6620	4601	4006	5692
custom_21785_12	custom_21785_12	High	IsMasterProtein	0	50.393	32	10	31	7	1	86.57	10	3	-	52041	52098	55315	7363	6708	7513	6795	7987	0	3494	1348	2072
WP_028447455.1	custom_2172809_1	High	IsMasterProtein	0	50.354	23	7	42	1	1	127.36	7	1	-	15767	17666	17307	2633	804	460	4075	3039	2784	2041	684	577
custom_2165698_5	custom_2165698_5	High	IsMasterProtein	0	50.349	33	9	20	9	1	67.57	9	0	-	33001	36128	37273	1230	630	579	5157	8881	6108	3583	4132	3018
WP_114692156.1	custom_78837_1	High	IsMasterProtein	0	50.274	29	8	126	1	1	355.97	8	0	-	0	0	0	0	69	99	0	0	0	0	0	0
custom_1226620_114	custom_1226620_114	High	IsMasterProtein	0	50.255	37	7	64	0	1	212.62	7	4	-	18387	16981	19267	30374	24790	26457	0	1665	2414	6186	5839	7312
WP_027457213.1	custom_2172590_28	High	IsMasterProtein	0	50.064	10	10	35	3	1	86.22	10	0	-	350	686	0	0	0	0	4012	10561	3789	13394	12720	12994
custom_1196567_4	custom_1196567_4	High	IsMasterProtein	0	49.944	45	10	60	2	1	151.37	10	0	-	0	0	0	1033	861	893	5696	6914	8370	0	1115	991
WP_011286074.1	custom_1748658_1	High	IsMasterProtein	0	49.91	29	8	91	0	1	242.65	8	0	-	-	-	-	-	-	-	-	-	-	-	-	-
custom_1287981_6	custom_1287981_6	High	IsMasterProtein	0	49.833	29	9	20	2	1	58.04	9	6	-	34544	32459	34104	730	326	213	2109	3491	945	0	256	434
custom_1448252_1	custom_1448252_1	High	IsMasterProtein	0	49.718	58	10	68	3	1	173.7	10	8	-	54188	49882	48426	173946	190726	170967	28529	32815	40643	228470	228850	223617
custom_1832677_2	custom_1832677_2	High	IsMasterProtein	0	49.7	34	10	73	2	1	161.81	10	0	-	2594	2308	0	0	0	0	672	0	0	11798	12708	10141
WP_086426538.1	custom_2235927_1	High	IsMasterProtein	0	49.678	39	11	51	2	1	143.83	11	0	-	4178	4559	4248	392	1568	679	0	0	0	2646	4403	5784
custom_295958_4	custom_295958_4	High	IsMasterProtein	0	49.587	54	8	52	7	1	165.99	8	1	-	34964	37274	35810	105696	88565	96807	981	2376	2088	7574	9103	4080
WP_108975986.1	custom_2502050_1	High	IsMasterProtein	0	49.356	19	11	47	2	1	113.43	11	0	-	0	0	0	0	0	0	2882	2780	2790	550	737	726
PIF98773.1	custom_595041_1	High	IsMasterProtein	0	49.349	11	12	29	1	1	83.69	12	0	-	-	-	-	-	-	-	-	-	-	-	-	-
custom_2059057_3	custom_2059057_3	High	IsMasterProtein	0	49.304	38	6	20	2	1	67.64	6	0	-	2508	1625	2011	0	566	549	0	2632	3078	4887	4616	4089
custom_1941524_13	custom_1941524_13	High	IsMasterProtein	0	49.222	26	6	48	4	1	157.15	6	1	-	43569	33780	44782	85710	100706	100210	11828	8281	8487	19316	15089	17913
